ref-13-01|Buyer-insured Om 36; resignation effective 30 Sep 2026; HR says cover may end earlier; no replacement accepted.|What exact insurer-recorded member termination date applies, separate from employment exit?|HR email only; employment exit confirmed but cover date unknown.|Keep employment and coverage events separate. The regulator includes group members in migration facilities, but membership history and actual accepted replacement are needed. Request member certificate, CIS/master terms and termination confirmation before identifying a gap; do not infer coverage through the last working day.|I9,I18,P16|Group termination evidence, credited benefits and accepted individual cover absent.
ref-13-02|Buyer-insured Om 36; employer SI 200000; wants new personal SI 500000; known ongoing asthma; no offer.|Are the personal policy's waits and condition acceptance established, rather than only SI?|No; I assumed total 700000 would be immediately available.|Nominal SI addition does not establish immediate payable cover. The new contract has its own condition/waiting/underwriting assessment unless documented credit applies. Preserve employer balance, individual limits and expense coordination separately; no 700000 current limit or claim payment is supported.|P5,P17,I27,N38|Employer terms, personal acceptance/waits and bill-level coordination absent.
ref-13-03|Buyer-insured Om, 36, is currently covered under the employer policy of his spouse, 35; possible removal as a dependent in Jan 2027 is unconfirmed.|Is removal announced by insurer/master policyholder or only a possibility?|It is only a rumour; the current member certificate remains active.|Record future removal as uncertain, not a current end date. Preserve current rights while planning alternative cover against hypothetical future dates and waiting periods. Seek formal renewal/member conditions; do not cancel or erase existing cover based on speculation.|I9,I18,N9|Confirmed renewal/removal terms and alternative offer missing; uncertainty itself is not termination.
ref-13-05|Buyer Om 36; spouse 35 has employer maternity cover; plans personal policy for long term; childbirth next year.|Are you trying to retain current group delivery cover or assume its terms transfer into a new retail plan?|Retain current benefit and add future protection; no individual maternity offer.|Keep group benefit and new retail contract separate. Port/migration credit does not imply identical maternity limits, newborn cover or access conditions. Assess current delivery under its original group bundle, and compare future personal needs independently; do not replace a known group grant with unaccepted retail marketing.|I9,I18,S9,S22|Group master/CIS and individual maternity terms/acceptance missing.
ref-13-06|Buyer-insured Om 36; member certificate lists SI 300000; master wording unavailable; claim expected.|What documents establish exclusions, room limits, waiting and member endorsements beyond the certificate?|Only certificate and HR benefits summary.|The member CIS and full group terms are required evidence; an SI line is not a complete benefit contract. Preserve certificate facts and unknown rules distinctly. Request insurer/master policyholder originals and member-specific amendments rather than filling gaps from a similarly named retail policy.|I9,N9,I32|Master wording, CIS, endorsements and member applicability absent; no complete claim conclusion.
ref-13-07|Buyer-insured Om 36; group cover ends 30 Sep 2026 stipulated; migration request accepted for processing, but underwriting pending; requested start 1 Oct.|Has the insurer issued an actual acceptance/start date or just acknowledged processing?|Acknowledgment only.|A pending migration request does not establish replacement cover from 1 October. Preserve applicant/member identity, credited period requests and acceptance separately; retain possible gap and old renewal/alternative actions for evidence review. Do not call processing status either final approval or final rejection.|I18,P16,N9|Written accepted migration terms, actual inception and credit allocation missing.
ref-13-08|Buyer-insured Om 36; employer SI 200000 until 30 Sep; Star Gold defined limit 300000 proposed; savings 50000; seeks base versus top-up comparison.|After job exit, what funds the 300000 threshold and are both policies accepted?|Only 50000 in savings would remain after leaving the job. The proposed replacement offers are not accepted.|Before exit there can already be 100000 between employer limit and defined limit under a simplifying fully admissible scenario; after exit accessible 50000 leaves 250000 threshold funding need. Compare a personal base option against aggregate cover using actual terms and price. Neither employer cover nor savings alone establishes a waiver of the new top-up waiting period.|S2,S13,I18,P5|Actual quotes, employer payability, new underwriting and affordable base alternative missing.
ref-13-09|Buyer-insured Om 36; employer claim disallows room upgrade portion 50000; personal policy reportedly room-unrestricted; total bill 400000.|Which items were disallowed and what does the personal contract independently admit?|Settlement summary only; personal wording missing.|One insurer's deduction does not prove another must pay or cannot pay. Star's multiple-policy clause illustrates independent assessment of disallowed amounts subject to its own terms; prevent duplicate payment of already settled costs. Obtain both contracts and item-level settlement before calculating balance.|S25,I27,N13|Actual personal room/deduction terms and item-level admissibility/payment records missing.
ref-13-10|Buyer-insured Om, 60, retires 30 Sep 2026; dependent mother, 82, is also covered under the group policy; replacement cover is sought for both; no offers.|Are both members' group dates/benefits identical and will the replacement insurer accept each separately?|Membership histories differ; mother's entry date unknown.|Maintain separate member histories, age facts and proposed acceptance. Employee continuity does not automatically establish mother's credit or eligible retail configuration. Obtain both certificates/master terms and condition-specific offers; do not silently omit the harder-to-insure parent or represent pending cover as active.|I9,I18,I6,P16|Mother's membership history, group termination and both individual offer terms absent.
ref-16-03|Buyer-insured Rohan 42; moved Kota to Mumbai 1 Aug 2026; renewal 1 Oct; quote uses old zone; exact zone clause unknown.|Does the price rule use residence at renewal or treatment location, and has the insurer recorded the address change?|The address has not been updated. I have only seen a warning about a higher zone.|Record the dated residence correction and request a quote for the proper event/zone. Do not retroactively reprice earlier admissions without an applicable clause or equate residence zone with treatment copay. Preserve the earlier quote as historical and invalidate current comparison based on wrong facts.|N37,P8,N9|Applicable zone/pricing/notification rule and corrected personal quote missing.
